Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)
A0A7K7Q2T2	unreviewed	A0A7K7Q2T2_ACRAR	TRNT1 nucleotidyltransferase	Trnt1_1 ACRARU_R04301	Acrocephalus arundinaceus (Great reed-warbler)	231	ACRARU_R04301
A0A7K7Q2T4	unreviewed	A0A7K7Q2T4_ACRAR	SP8 factor	Sp8 ACRARU_R09932	Acrocephalus arundinaceus (Great reed-warbler)	242	ACRARU_R09932
A0A7K7Q2T5	unreviewed	A0A7K7Q2T5_ACRAR	FFAR3 protein	Ffar3 ACRARU_R15614	Acrocephalus arundinaceus (Great reed-warbler)	92	ACRARU_R15614
A0A7K7Q2T6	unreviewed	A0A7K7Q2T6_ACRAR	ZFP2 protein	Zfp2_0 ACRARU_R11548	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R11548
A0A7K7Q2T7	unreviewed	A0A7K7Q2T7_ACRAR	ZNF84 protein	Znf84 ACRARU_R08585	Acrocephalus arundinaceus (Great reed-warbler)	83	ACRARU_R08585
A0A7K7Q2U0	unreviewed	A0A7K7Q2U0_ACRAR	ZN182 protein	Znf182_2 Znf182_1 ACRARU_R02960 ACRARU_R04472	Acrocephalus arundinaceus (Great reed-warbler)	147	ACRARU_R02960 ACRARU_R04472
A0A7K7Q2U1	unreviewed	A0A7K7Q2U1_ACRAR	MGA protein	Mgam ACRARU_R02846	Acrocephalus arundinaceus (Great reed-warbler)	111	ACRARU_R02846
A0A7K7Q2U2	unreviewed	A0A7K7Q2U2_ACRAR	FCRL1 protein	Fcrl1_1 ACRARU_R15746	Acrocephalus arundinaceus (Great reed-warbler)	100	ACRARU_R15746
A0A7K7Q2U4	unreviewed	A0A7K7Q2U4_ACRAR	NAB2 protein	Nab2 ACRARU_R14630	Acrocephalus arundinaceus (Great reed-warbler)	470	ACRARU_R14630
A0A7K7Q2U5	unreviewed	A0A7K7Q2U5_ACRAR	Transgelin	Tagln2 ACRARU_R14013	Acrocephalus arundinaceus (Great reed-warbler)	203	ACRARU_R14013
A0A7K7Q2U6	unreviewed	A0A7K7Q2U6_ACRAR	SRR1L protein	Srrd ACRARU_R01284	Acrocephalus arundinaceus (Great reed-warbler)	209	ACRARU_R01284
A0A7K7Q2U8	unreviewed	A0A7K7Q2U8_ACRAR	LRC14 protein	Lrrc14 ACRARU_R14973	Acrocephalus arundinaceus (Great reed-warbler)	82	ACRARU_R14973
A0A7K7Q2U9	unreviewed	A0A7K7Q2U9_ACRAR	cAMP1 protein	Camsap1_1 ACRARU_R15461	Acrocephalus arundinaceus (Great reed-warbler)	52	ACRARU_R15461
A0A7K7Q2V1	unreviewed	A0A7K7Q2V1_ACRAR	26S proteasome non-ATPase regulatory subunit 5	Psmd5_1 Psmd5_0 ACRARU_R08509 ACRARU_R10006	Acrocephalus arundinaceus (Great reed-warbler)	503	ACRARU_R08509 ACRARU_R10006
A0A7K7Q2V2	unreviewed	A0A7K7Q2V2_ACRAR	IL17C protein	Il17c ACRARU_R02879	Acrocephalus arundinaceus (Great reed-warbler)	191	ACRARU_R02879
A0A7K7Q2V3	unreviewed	A0A7K7Q2V3_ACRAR	ZN799 protein	Znf799 ACRARU_R14923	Acrocephalus arundinaceus (Great reed-warbler)	69	ACRARU_R14923
A0A7K7Q2V5	unreviewed	A0A7K7Q2V5_ACRAR	ZN570 protein	Znf570 ACRARU_R08706	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R08706
A0A7K7Q2V6	unreviewed	A0A7K7Q2V6_ACRAR	ZNF79 protein	Znf79 ACRARU_R14922	Acrocephalus arundinaceus (Great reed-warbler)	98	ACRARU_R14922
A0A7K7Q2V9	unreviewed	A0A7K7Q2V9_ACRAR	CC142 protein	Ccdc142 ACRARU_R15626	Acrocephalus arundinaceus (Great reed-warbler)	206	ACRARU_R15626
A0A7K7Q2W0	unreviewed	A0A7K7Q2W0_ACRAR	PKHB1 protein	Plekhb1_1 ACRARU_R07207	Acrocephalus arundinaceus (Great reed-warbler)	98	ACRARU_R07207
A0A7K7Q2W1	unreviewed	A0A7K7Q2W1_ACRAR	ZN664 protein	Znf664_2 ACRARU_R15216	Acrocephalus arundinaceus (Great reed-warbler)	80	ACRARU_R15216
A0A7K7Q2W2	unreviewed	A0A7K7Q2W2_ACRAR	LIP2M Octanoyltransferase	Lip2 ACRARU_R07027	Acrocephalus arundinaceus (Great reed-warbler)	93	ACRARU_R07027
A0A7K7Q2W3	unreviewed	A0A7K7Q2W3_ACRAR	INT5 protein	Ints5_0 ACRARU_R15237	Acrocephalus arundinaceus (Great reed-warbler)	194	ACRARU_R15237
A0A7K7Q2W4	unreviewed	A0A7K7Q2W4_ACRAR	BRID5 protein	Bricd5 ACRARU_R01384	Acrocephalus arundinaceus (Great reed-warbler)	118	ACRARU_R01384
A0A7K7Q2W5	unreviewed	A0A7K7Q2W5_ACRAR	FASTK kinase	Fastk ACRARU_R07268	Acrocephalus arundinaceus (Great reed-warbler)	253	ACRARU_R07268
A0A7K7Q2W9	unreviewed	A0A7K7Q2W9_ACRAR	ZN551 protein	Znf551_0 ACRARU_R00010	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R00010
A0A7K7Q2X2	unreviewed	A0A7K7Q2X2_ACRAR	PHOP1 phosphatase	Phospho1 ACRARU_R14549	Acrocephalus arundinaceus (Great reed-warbler)	241	ACRARU_R14549
A0A7K7Q2X3	unreviewed	A0A7K7Q2X3_ACRAR	INPP phosphatase	Inpp1 ACRARU_R15619	Acrocephalus arundinaceus (Great reed-warbler)	284	ACRARU_R15619
A0A7K7Q2X4	unreviewed	A0A7K7Q2X4_ACRAR	CIAO1 protein	Ciao1 ACRARU_R14438	Acrocephalus arundinaceus (Great reed-warbler)	200	ACRARU_R14438
A0A7K7Q2X5	unreviewed	A0A7K7Q2X5_ACRAR	RARGA protein	Rarga ACRARU_R09598	Acrocephalus arundinaceus (Great reed-warbler)	123	ACRARU_R09598
A0A7K7Q2X7	unreviewed	A0A7K7Q2X7_ACRAR	LSM10 protein	Lsm10 ACRARU_R09798	Acrocephalus arundinaceus (Great reed-warbler)	122	ACRARU_R09798
A0A7K7Q2X8	unreviewed	A0A7K7Q2X8_ACRAR	Growth arrest and DNA damage-inducible protein GADD45 alpha	Gadd45a ACRARU_R04246	Acrocephalus arundinaceus (Great reed-warbler)	157	ACRARU_R04246
A0A7K7Q2X9	unreviewed	A0A7K7Q2X9_ACRAR	ZNF3 protein	Znf3_10 Znf3_9 ACRARU_R02962 ACRARU_R12950	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R02962 ACRARU_R12950
A0A7K7Q2Y0	unreviewed	A0A7K7Q2Y0_ACRAR	POK9 protein	Ervk9_1 ACRARU_R08689	Acrocephalus arundinaceus (Great reed-warbler)	162	ACRARU_R08689
A0A7K7Q2Y1	unreviewed	A0A7K7Q2Y1_ACRAR	Protein archease	Zbtb8os ACRARU_R04284	Acrocephalus arundinaceus (Great reed-warbler)	172	ACRARU_R04284
A0A7K7Q2Y4	unreviewed	A0A7K7Q2Y4_ACRAR	ARHG8 protein	Net1 ACRARU_R12789	Acrocephalus arundinaceus (Great reed-warbler)	335	ACRARU_R12789
A0A7K7Q2Y6	unreviewed	A0A7K7Q2Y6_ACRAR	ZN777 protein	Znf777_1 ACRARU_R15240	Acrocephalus arundinaceus (Great reed-warbler)	366	ACRARU_R15240
A0A7K7Q2Y7	unreviewed	A0A7K7Q2Y7_ACRAR	ZIC3 protein	Zic3 ACRARU_R06812	Acrocephalus arundinaceus (Great reed-warbler)	392	ACRARU_R06812
A0A7K7Q2Y8	unreviewed	A0A7K7Q2Y8_ACRAR	COPG2 protein	Copg2 ACRARU_R04386	Acrocephalus arundinaceus (Great reed-warbler)	104	ACRARU_R04386
A0A7K7Q2Z0	unreviewed	A0A7K7Q2Z0_ACRAR	PUF60 factor	Puf60_0 ACRARU_R01309	Acrocephalus arundinaceus (Great reed-warbler)	86	ACRARU_R01309
A0A7K7Q2Z1	unreviewed	A0A7K7Q2Z1_ACRAR	PIAS1 ligase	Pias1 ACRARU_R15371	Acrocephalus arundinaceus (Great reed-warbler)	139	ACRARU_R15371
A0A7K7Q2Z3	unreviewed	A0A7K7Q2Z3_ACRAR	CHIA chitinase	Chia_1 ACRARU_R05595	Acrocephalus arundinaceus (Great reed-warbler)	363	ACRARU_R05595
A0A7K7Q2Z4	unreviewed	A0A7K7Q2Z4_ACRAR	RBM38 protein	Rbm38 ACRARU_R15153	Acrocephalus arundinaceus (Great reed-warbler)	54	ACRARU_R15153
A0A7K7Q2Z5	unreviewed	A0A7K7Q2Z5_ACRAR	ZIC4 protein	Zic4 ACRARU_R11355	Acrocephalus arundinaceus (Great reed-warbler)	205	ACRARU_R11355
A0A7K7Q2Z6	unreviewed	A0A7K7Q2Z6_ACRAR	ILEUA inhibitor	Serpinb1a ACRARU_R01416	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R01416
A0A7K7Q2Z7	unreviewed	A0A7K7Q2Z7_ACRAR	PEPC protein	Pgc ACRARU_R07094	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R07094
A0A7K7Q2Z8	unreviewed	A0A7K7Q2Z8_ACRAR	AHNK protein	Ahnak_1 ACRARU_R13562	Acrocephalus arundinaceus (Great reed-warbler)	608	ACRARU_R13562
A0A7K7Q2Z9	unreviewed	A0A7K7Q2Z9_ACRAR	PRDX6 protein	Prdx6 ACRARU_R14548	Acrocephalus arundinaceus (Great reed-warbler)	141	ACRARU_R14548
A0A7K7Q301	unreviewed	A0A7K7Q301_ACRAR	HEN1 protein	Nhlh1 ACRARU_R05578	Acrocephalus arundinaceus (Great reed-warbler)	118	ACRARU_R05578
A0A7K7Q303	unreviewed	A0A7K7Q303_ACRAR	ZN287 protein	Znf287_1 ACRARU_R05915	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R05915
A0A7K7Q304	unreviewed	A0A7K7Q304_ACRAR	MYLK protein	Mylk_2 ACRARU_R02938	Acrocephalus arundinaceus (Great reed-warbler)	114	ACRARU_R02938
A0A7K7Q305	unreviewed	A0A7K7Q305_ACRAR	SERC2 protein	Serinc2_1 ACRARU_R09836	Acrocephalus arundinaceus (Great reed-warbler)	248	ACRARU_R09836
A0A7K7Q306	unreviewed	A0A7K7Q306_ACRAR	ZN397 protein	Znf397_7 ACRARU_R05914	Acrocephalus arundinaceus (Great reed-warbler)	113	ACRARU_R05914
A0A7K7Q307	unreviewed	A0A7K7Q307_ACRAR	SBSPO protein	Sbspon_3 ACRARU_R02793	Acrocephalus arundinaceus (Great reed-warbler)	197	ACRARU_R02793
A0A7K7Q308	unreviewed	A0A7K7Q308_ACRAR	ZN668 protein	Znf668_2 ACRARU_R15747	Acrocephalus arundinaceus (Great reed-warbler)	100	ACRARU_R15747
A0A7K7Q309	unreviewed	A0A7K7Q309_ACRAR	DAF factor	Cd55_2 ACRARU_R06980	Acrocephalus arundinaceus (Great reed-warbler)	96	ACRARU_R06980
A0A7K7Q310	unreviewed	A0A7K7Q310_ACRAR	UBP2L protein	Ubap2l_1 ACRARU_R05839	Acrocephalus arundinaceus (Great reed-warbler)	57	ACRARU_R05839
A0A7K7Q311	unreviewed	A0A7K7Q311_ACRAR	FCGR3 protein	Fcgr3_2 ACRARU_R15241	Acrocephalus arundinaceus (Great reed-warbler)	108	ACRARU_R15241
A0A7K7Q313	unreviewed	A0A7K7Q313_ACRAR	PANK2 kinase	Pank2_1 ACRARU_R07039	Acrocephalus arundinaceus (Great reed-warbler)	159	ACRARU_R07039
A0A7K7Q314	unreviewed	A0A7K7Q314_ACRAR	TBC24 protein	Tbc1d24_1 ACRARU_R05822	Acrocephalus arundinaceus (Great reed-warbler)	380	ACRARU_R05822
A0A7K7Q317	unreviewed	A0A7K7Q317_ACRAR	DPYL5 protein	Dpysl5 ACRARU_R07243	Acrocephalus arundinaceus (Great reed-warbler)	121	ACRARU_R07243
A0A7K7Q318	unreviewed	A0A7K7Q318_ACRAR	LIN37 protein	Lin37 ACRARU_R14903	Acrocephalus arundinaceus (Great reed-warbler)	55	ACRARU_R14903
A0A7K7Q320	unreviewed	A0A7K7Q320_ACRAR	NEBU protein	Neb_8 ACRARU_R05853	Acrocephalus arundinaceus (Great reed-warbler)	212	ACRARU_R05853
A0A7K7Q322	unreviewed	A0A7K7Q322_ACRAR	CPXM1 carboxypeptidase	Cpxm1 ACRARU_R07254	Acrocephalus arundinaceus (Great reed-warbler)	162	ACRARU_R07254
A0A7K7Q323	unreviewed	A0A7K7Q323_ACRAR	TTI2 protein	Tti2_1 ACRARU_R05769	Acrocephalus arundinaceus (Great reed-warbler)	346	ACRARU_R05769
A0A7K7Q324	unreviewed	A0A7K7Q324_ACRAR	LHX4 protein	Lhx4 ACRARU_R04070	Acrocephalus arundinaceus (Great reed-warbler)	121	ACRARU_R04070
A0A7K7Q325	unreviewed	A0A7K7Q325_ACRAR	ZNHI2 protein	Znhit2 ACRARU_R14494	Acrocephalus arundinaceus (Great reed-warbler)	355	ACRARU_R14494
A0A7K7Q326	unreviewed	A0A7K7Q326_ACRAR	SRCRM protein	Srcrm_1 ACRARU_R15348	Acrocephalus arundinaceus (Great reed-warbler)	69	ACRARU_R15348
A0A7K7Q327	unreviewed	A0A7K7Q327_ACRAR	N4BP3 protein	N4bp3_1 ACRARU_R09912	Acrocephalus arundinaceus (Great reed-warbler)	403	ACRARU_R09912
A0A7K7Q329	unreviewed	A0A7K7Q329_ACRAR	IL20 protein	Il20 ACRARU_R14385	Acrocephalus arundinaceus (Great reed-warbler)	126	ACRARU_R14385
A0A7K7Q330	unreviewed	A0A7K7Q330_ACRAR	TBKB1 protein	Tbkbp1 ACRARU_R09903	Acrocephalus arundinaceus (Great reed-warbler)	150	ACRARU_R09903
A0A7K7Q331	unreviewed	A0A7K7Q331_ACRAR	FCGR2 protein	Fcgr2_1 ACRARU_R14743	Acrocephalus arundinaceus (Great reed-warbler)	110	ACRARU_R14743
A0A7K7Q332	unreviewed	A0A7K7Q332_ACRAR	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	Rps11 ACRARU_R12861	Acrocephalus arundinaceus (Great reed-warbler)	84	ACRARU_R12861
A0A7K7Q333	unreviewed	A0A7K7Q333_ACRAR	STAR8 protein	Stard8 ACRARU_R15368	Acrocephalus arundinaceus (Great reed-warbler)	273	ACRARU_R15368
A0A7K7Q335	unreviewed	A0A7K7Q335_ACRAR	A1AT2 antiproteinase	A1at2_1 ACRARU_R04161	Acrocephalus arundinaceus (Great reed-warbler)	272	ACRARU_R04161
A0A7K7Q337	unreviewed	A0A7K7Q337_ACRAR	MYH7 protein	Myh7_4 ACRARU_R02817	Acrocephalus arundinaceus (Great reed-warbler)	203	ACRARU_R02817
A0A7K7Q338	unreviewed	A0A7K7Q338_ACRAR	ZN300 protein	Znf300_0 ACRARU_R15515	Acrocephalus arundinaceus (Great reed-warbler)	336	ACRARU_R15515
A0A7K7Q341	unreviewed	A0A7K7Q341_ACRAR	PITH1 protein	Pithd1 ACRARU_R12834	Acrocephalus arundinaceus (Great reed-warbler)	209	ACRARU_R12834
A0A7K7Q342	unreviewed	A0A7K7Q342_ACRAR	CTU2 protein	Ctu2 ACRARU_R02641	Acrocephalus arundinaceus (Great reed-warbler)	287	ACRARU_R02641
A0A7K7Q344	unreviewed	A0A7K7Q344_ACRAR	CDCA2 protein	Cdca2 ACRARU_R14978	Acrocephalus arundinaceus (Great reed-warbler)	162	ACRARU_R14978
A0A7K7Q345	unreviewed	A0A7K7Q345_ACRAR	FCGR2 protein	Fcgr2_2 ACRARU_R15235	Acrocephalus arundinaceus (Great reed-warbler)	105	ACRARU_R15235
A0A7K7Q347	unreviewed	A0A7K7Q347_ACRAR	ZN853 protein	Znf853 ACRARU_R15127	Acrocephalus arundinaceus (Great reed-warbler)	71	ACRARU_R15127
A0A7K7Q348	unreviewed	A0A7K7Q348_ACRAR	ZN865 protein	Znf865 ACRARU_R14974	Acrocephalus arundinaceus (Great reed-warbler)	294	ACRARU_R14974
A0A7K7Q349	unreviewed	A0A7K7Q349_ACRAR	ILF2 factor	Ilf2 ACRARU_R08540	Acrocephalus arundinaceus (Great reed-warbler)	200	ACRARU_R08540
A0A7K7Q350	unreviewed	A0A7K7Q350_ACRAR	ZN668 protein	Znf668_0 ACRARU_R15012	Acrocephalus arundinaceus (Great reed-warbler)	63	ACRARU_R15012
A0A7K7Q351	unreviewed	A0A7K7Q351_ACRAR	GRAM protein	Gzmm ACRARU_R15270	Acrocephalus arundinaceus (Great reed-warbler)	154	ACRARU_R15270
A0A7K7Q352	unreviewed	A0A7K7Q352_ACRAR	ZSC20 protein	Zscan20_1 ACRARU_R15282	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R15282
A0A7K7Q353	unreviewed	A0A7K7Q353_ACRAR	CDK12 kinase	Cdk12_1 ACRARU_R09840	Acrocephalus arundinaceus (Great reed-warbler)	638	ACRARU_R09840
A0A7K7Q355	unreviewed	A0A7K7Q355_ACRAR	ZN436 protein	Znf436_3 ACRARU_R15177	Acrocephalus arundinaceus (Great reed-warbler)	55	ACRARU_R15177
A0A7K7Q357	unreviewed	A0A7K7Q357_ACRAR	ERBB2 kinase	Erbb2_1 ACRARU_R15078	Acrocephalus arundinaceus (Great reed-warbler)	71	ACRARU_R15078
A0A7K7Q358	unreviewed	A0A7K7Q358_ACRAR	TM109 protein	Tmem109 ACRARU_R12934	Acrocephalus arundinaceus (Great reed-warbler)	207	ACRARU_R12934
A0A7K7Q359	unreviewed	A0A7K7Q359_ACRAR	ACL6A protein	Actl6a ACRARU_R14239	Acrocephalus arundinaceus (Great reed-warbler)	429	ACRARU_R14239
A0A7K7Q360	unreviewed	A0A7K7Q360_ACRAR	OTX1 protein	Otx1 ACRARU_R07073	Acrocephalus arundinaceus (Great reed-warbler)	335	ACRARU_R07073
A0A7K7Q361	unreviewed	A0A7K7Q361_ACRAR	SETD2 methyltransferase	Setd2_1 ACRARU_R15559	Acrocephalus arundinaceus (Great reed-warbler)	54	ACRARU_R15559
A0A7K7Q362	unreviewed	A0A7K7Q362_ACRAR	TRI10 protein	Trim10 ACRARU_R15355	Acrocephalus arundinaceus (Great reed-warbler)	53	ACRARU_R15355
A0A7K7Q364	unreviewed	A0A7K7Q364_ACRAR	Conserved oligomeric Golgi complex subunit 8 (Component of oligomeric Golgi complex 8)	Cog8 ACRARU_R04381	Acrocephalus arundinaceus (Great reed-warbler)	378	ACRARU_R04381
A0A7K7Q365	unreviewed	A0A7K7Q365_ACRAR	FCGR2 protein	Fcgr2_3 ACRARU_R15256	Acrocephalus arundinaceus (Great reed-warbler)	104	ACRARU_R15256
A0A7K7Q369	unreviewed	A0A7K7Q369_ACRAR	LGI3 protein	Lgi3 ACRARU_R14620	Acrocephalus arundinaceus (Great reed-warbler)	327	ACRARU_R14620
A0A7K7Q370	unreviewed	A0A7K7Q370_ACRAR	O14J1 protein	Or14j1_3 ACRARU_R11547	Acrocephalus arundinaceus (Great reed-warbler)	192	ACRARU_R11547
A0A7K7Q371	unreviewed	A0A7K7Q371_ACRAR	SAC2 phosphatase	Inpp5f_1 ACRARU_R10081	Acrocephalus arundinaceus (Great reed-warbler)	84	ACRARU_R10081
A0A7K7Q373	unreviewed	A0A7K7Q373_ACRAR	MYH7 protein	Myh7_3 ACRARU_R10069	Acrocephalus arundinaceus (Great reed-warbler)	203	ACRARU_R10069
A0A7K7Q376	unreviewed	A0A7K7Q376_ACRAR	ESPL1 protein	Espl1_1 ACRARU_R15353	Acrocephalus arundinaceus (Great reed-warbler)	70	ACRARU_R15353
A0A7K7Q380	unreviewed	A0A7K7Q380_ACRAR	ZN214 protein	Znf214_3 ACRARU_R15583	Acrocephalus arundinaceus (Great reed-warbler)	91	ACRARU_R15583
A0A7K7Q381	unreviewed	A0A7K7Q381_ACRAR	RAB19 protein	Rab19 ACRARU_R10016	Acrocephalus arundinaceus (Great reed-warbler)	131	ACRARU_R10016
A0A7K7Q382	unreviewed	A0A7K7Q382_ACRAR	C1QC protein	C1qc ACRARU_R02649	Acrocephalus arundinaceus (Great reed-warbler)	125	ACRARU_R02649
A0A7K7Q384	unreviewed	A0A7K7Q384_ACRAR	LSP1 protein	Lsp1_1 ACRARU_R15552	Acrocephalus arundinaceus (Great reed-warbler)	223	ACRARU_R15552
A0A7K7Q386	unreviewed	A0A7K7Q386_ACRAR	ZBTB3 protein	Zbtb3 ACRARU_R14976	Acrocephalus arundinaceus (Great reed-warbler)	64	ACRARU_R14976
A0A7K7Q388	unreviewed	A0A7K7Q388_ACRAR	ZFP3 protein	Zfp3_2 ACRARU_R00016	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R00016
A0A7K7Q391	unreviewed	A0A7K7Q391_ACRAR	NMDE4 protein	Grin2d ACRARU_R14783	Acrocephalus arundinaceus (Great reed-warbler)	137	ACRARU_R14783
A0A7K7Q392	unreviewed	A0A7K7Q392_ACRAR	ANKR7 protein	Ankrd7_3 ACRARU_R05762	Acrocephalus arundinaceus (Great reed-warbler)	134	ACRARU_R05762
A0A7K7Q393	unreviewed	A0A7K7Q393_ACRAR	FA49A protein	Fam49a_1 ACRARU_R08307	Acrocephalus arundinaceus (Great reed-warbler)	211	ACRARU_R08307
A0A7K7Q394	unreviewed	A0A7K7Q394_ACRAR	ZN256 protein	Znf256_1 ACRARU_R15504	Acrocephalus arundinaceus (Great reed-warbler)	55	ACRARU_R15504
A0A7K7Q395	unreviewed	A0A7K7Q395_ACRAR	Keratin	Krsc_9 ACRARU_R10112	Acrocephalus arundinaceus (Great reed-warbler)	88	ACRARU_R10112
A0A7K7Q396	unreviewed	A0A7K7Q396_ACRAR	ZKSC7 protein	Zkscan7_2 ACRARU_R11545	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R11545
A0A7K7Q398	unreviewed	A0A7K7Q398_ACRAR	Keratin	Cker1 ACRARU_R07313	Acrocephalus arundinaceus (Great reed-warbler)	89	ACRARU_R07313
A0A7K7Q3A0	unreviewed	A0A7K7Q3A0_ACRAR	PPIE isomerase	Ppie_1 ACRARU_R06953	Acrocephalus arundinaceus (Great reed-warbler)	166	ACRARU_R06953
A0A7K7Q3A1	unreviewed	A0A7K7Q3A1_ACRAR	CNTN3 protein	Cntn3 ACRARU_R05709	Acrocephalus arundinaceus (Great reed-warbler)	121	ACRARU_R05709
A0A7K7Q3A2	unreviewed	A0A7K7Q3A2_ACRAR	VP9D1 protein	Vps9d1 ACRARU_R12791	Acrocephalus arundinaceus (Great reed-warbler)	377	ACRARU_R12791
A0A7K7Q3A3	unreviewed	A0A7K7Q3A3_ACRAR	CATE protein	Ctse ACRARU_R15671	Acrocephalus arundinaceus (Great reed-warbler)	74	ACRARU_R15671
A0A7K7Q3A4	unreviewed	A0A7K7Q3A4_ACRAR	ZNF24 protein	Znf24_4 ACRARU_R05910	Acrocephalus arundinaceus (Great reed-warbler)	76	ACRARU_R05910
A0A7K7Q3A5	unreviewed	A0A7K7Q3A5_ACRAR	DERR protein	Derriere_1 ACRARU_R07141	Acrocephalus arundinaceus (Great reed-warbler)	265	ACRARU_R07141
A0A7K7Q3A6	unreviewed	A0A7K7Q3A6_ACRAR	SC5A6 protein	Slc5a6 ACRARU_R12835	Acrocephalus arundinaceus (Great reed-warbler)	61	ACRARU_R12835
A0A7K7Q3A9	unreviewed	A0A7K7Q3A9_ACRAR	FBF1 factor	Fbf1 ACRARU_R14864	Acrocephalus arundinaceus (Great reed-warbler)	135	ACRARU_R14864
A0A7K7Q3B1	unreviewed	A0A7K7Q3B1_ACRAR	ZFP3 protein	Zfp3_3 ACRARU_R12949	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R12949
A0A7K7Q3B2	unreviewed	A0A7K7Q3B2_ACRAR	TVB29 protein	Trbv291_1 ACRARU_R15069	Acrocephalus arundinaceus (Great reed-warbler)	67	ACRARU_R15069
A0A7K7Q3B4	unreviewed	A0A7K7Q3B4_ACRAR	DMAC1 protein	Dmac1 ACRARU_R15254	Acrocephalus arundinaceus (Great reed-warbler)	85	ACRARU_R15254
A0A7K7Q3B5	unreviewed	A0A7K7Q3B5_ACRAR	STAC3 protein	Stac3 ACRARU_R08688	Acrocephalus arundinaceus (Great reed-warbler)	96	ACRARU_R08688
A0A7K7Q3B7	unreviewed	A0A7K7Q3B7_ACRAR	CATEB protein	Ctseb_1 Ctseb_0 ACRARU_R15670 ACRARU_R15674	Acrocephalus arundinaceus (Great reed-warbler)	71	ACRARU_R15670 ACRARU_R15674
A0A7K7Q3C0	unreviewed	A0A7K7Q3C0_ACRAR	SRSF1 factor	Srsf1 ACRARU_R01427	Acrocephalus arundinaceus (Great reed-warbler)	184	ACRARU_R01427
A0A7K7Q3C1	unreviewed	A0A7K7Q3C1_ACRAR	ZN239 protein	Znf239_2 ACRARU_R14899	Acrocephalus arundinaceus (Great reed-warbler)	68	ACRARU_R14899
A0A7K7Q3C2	unreviewed	A0A7K7Q3C2_ACRAR	TENX protein	Tnxb_3 ACRARU_R15323	Acrocephalus arundinaceus (Great reed-warbler)	314	ACRARU_R15323
A0A7K7Q3C5	unreviewed	A0A7K7Q3C5_ACRAR	ZN211 protein	Znf211_1 ACRARU_R14839	Acrocephalus arundinaceus (Great reed-warbler)	76	ACRARU_R14839
A0A7K7Q3C7	unreviewed	A0A7K7Q3C7_ACRAR	RDH2 dehydrogenase	Rdh2 ACRARU_R05531	Acrocephalus arundinaceus (Great reed-warbler)	115	ACRARU_R05531
A0A7K7Q3C8	unreviewed	A0A7K7Q3C8_ACRAR	NCOA1 protein	Ncoa1 ACRARU_R15548	Acrocephalus arundinaceus (Great reed-warbler)	193	ACRARU_R15548
A0A7K7Q3C9	unreviewed	A0A7K7Q3C9_ACRAR	K1C14 protein	Krt14_1 ACRARU_R13845	Acrocephalus arundinaceus (Great reed-warbler)	258	ACRARU_R13845
A0A7K7Q3D2	unreviewed	A0A7K7Q3D2_ACRAR	HVM57 protein	Hvm57_1 ACRARU_R14600	Acrocephalus arundinaceus (Great reed-warbler)	97	ACRARU_R14600
A0A7K7Q3D3	unreviewed	A0A7K7Q3D3_ACRAR	HES1 factor	Hes1 ACRARU_R15365	Acrocephalus arundinaceus (Great reed-warbler)	180	ACRARU_R15365
A0A7K7Q3D4	unreviewed	A0A7K7Q3D4_ACRAR	PDE1B phosphodiesterase	Pde1b1 ACRARU_R14036	Acrocephalus arundinaceus (Great reed-warbler)	75	ACRARU_R14036
A0A7K7Q3D5	unreviewed	A0A7K7Q3D5_ACRAR	ZN714 protein	Znf714 ACRARU_R10114	Acrocephalus arundinaceus (Great reed-warbler)	106	ACRARU_R10114
A0A7K7Q3D6	unreviewed	A0A7K7Q3D6_ACRAR	SN protein	Siglec1_2 ACRARU_R14767	Acrocephalus arundinaceus (Great reed-warbler)	103	ACRARU_R14767
A0A7K7Q3D8	unreviewed	A0A7K7Q3D8_ACRAR	GTPB3 GTPase	Gtpbp3 ACRARU_R15658	Acrocephalus arundinaceus (Great reed-warbler)	73	ACRARU_R15658
A0A7K7Q3E0	unreviewed	A0A7K7Q3E0_ACRAR	Suppressor of tumorigenicity 7 protein-like	St7l ACRARU_R06978	Acrocephalus arundinaceus (Great reed-warbler)	318	ACRARU_R06978
A0A7K7Q3E2	unreviewed	A0A7K7Q3E2_ACRAR	CD276 protein	Cd276 ACRARU_R10093	Acrocephalus arundinaceus (Great reed-warbler)	123	ACRARU_R10093
A0A7K7Q3E3	unreviewed	A0A7K7Q3E3_ACRAR	HV335 protein	ACRARU_R08168	Acrocephalus arundinaceus (Great reed-warbler)	105	ACRARU_R08168
